TRANSCRIPT	NS_POLY	S_POLY	NS_FIX	S_FIX	codons	final_NI	alpha	final_FET
FBtr0073852	0	21	0	3	389	0.0000	1	1.0000 
FBtr0073853	0	18	0	2	306	0.0000	1	1.0000 
FBtr0073854	9	38	21	34	299	0.3835	0.6165	0.0495 
FBtr0073855	0	8	0	10	151	0.0000	1	1.0000 
FBtr0073868	50	54	21	28	397	1.2346	-0.2346	0.6041 
FBtr0073869	0	5	0	6	74	0.0000	1	1.0000 
FBtr0073891	8	25	0	13	177	0.0000	1	0.0838 
FBtr0073892	37	44	11	23	334	1.7583	-0.7583	0.2176 
FBtr0073893	72	94	22	30	581	1.0445	-0.0445	1.0000 
FBtr0073894	29	73	7	10	325	0.5675	0.4325	0.3920 
FBtr0073897	111	264	42	127	1932	1.2714	-0.2714	0.3028 
FBtr0073898	112	264	46	129	1973	1.1897	-0.1897	0.4197 
FBtr0073899	20	26	11	11	197	0.7692	0.2308	0.7951 
FBtr0073900	23	157	1408	569	1206	0.0592	0.9408	0.0000 
FBtr0073901	3	75	1	36	535	1.4400	-0.44	1.0000 
FBtr0073902	24	73	11	24	416	0.7173	0.2827	0.5044 
FBtr0073903	18	68	17	40	473	0.6228	0.3772	0.2396 
FBtr0073904	21	33	11	30	318	1.7355	-0.7355	0.2750 
FBtr0073908	26	64	13	35	501	1.0938	-0.0937999999999999	0.8459 
FBtr0073911	24	29	21	42	265	1.6552	-0.6552	0.2512 
FBtr0073913	17	31	8	14	344	0.9597	0.0403	1.0000 
FBtr0073915	15	17	59	23	235	0.3440	0.656	0.0162 
FBtr0073916	44	135	1019	435	937	0.1391	0.8609	0.0000 
FBtr0073918	3	4	34	15	112	0.3309	0.6691	0.2122 
FBtr0073920	11	25	13	16	309	0.5415	0.4585	0.3037 
FBtr0073922	6	65	33	59	649	0.1650	0.835	0.0000 
FBtr0073923	31	75	21	61	666	1.2006	-0.2006	0.6244 
FBtr0073926	37	45	21	22	344	0.8614	0.1386	0.7099 
FBtr0073927	6	34	5	20	318	0.7059	0.2941	0.7365 
FBtr0073928	22	23	6	9	154	1.4348	-0.4348	0.7659 
FBtr0073929	8	21	3	9	144	1.1429	-0.1429	1.0000 
FBtr0073930	4	17	2	10	148	1.1765	-0.1765	1.0000 
FBtr0073932	4	17	2	10	148	1.1765	-0.1765	1.0000 
FBtr0073933	6	30	7	9	151	0.2571	0.7429	0.0791 
FBtr0073936	5	19	42	23	284	0.1441	0.8559	0.0003 
FBtr0073937	5	32	4	17	253	0.6641	0.3359	0.7096 
FBtr0073938	6	31	7	19	254	0.5253	0.4747	0.3533 
FBtr0073939	22	101	7	27	599	0.8402	0.1598	0.8032 
FBtr0073940	20	104	4	28	793	1.3462	-0.3462	0.7859 
FBtr0073941	3	10	67	25	142	0.1119	0.8881	0.0008 
FBtr0073942	35	79	7	28	723	1.7722	-0.7722	0.2843 
FBtr0073943	1	40	3	14	532	0.1167	0.8833	0.0713 
FBtr0073944	1	40	3	14	541	0.1167	0.8833	0.0713 
FBtr0073945	1	31	5	8	167	0.0516	0.9484	0.0053 
FBtr0073946	8	127	19	64	843	0.2122	0.7878	0.0005 
FBtr0073947	8	127	19	64	843	0.2122	0.7878	0.0005 
FBtr0073948	35	20	24	10	167	0.7292	0.2708	0.6451 
FBtr0073949	1	60	0	21	438	0.0000	1	1.0000 
FBtr0073950	0	60	0	20	425	0.0000	1	1.0000 
FBtr0073951	1	60	0	21	438	0.0000	1	1.0000 
FBtr0073952	0	60	0	20	425	0.0000	1	1.0000 
FBtr0073953	2	53	1	15	380	0.5660	0.434	0.5410 
FBtr0073954	0	47	0	11	281	0.0000	1	1.0000 
FBtr0073955	23	100	2	26	1169	2.9900	-1.99	0.1682 
FBtr0073956	19	68	91	62	689	0.1904	0.8096	0.0000 
FBtr0073957	24	86	96	65	812	0.1890	0.811	0.0000 
FBtr0073958	22	50	10	24	463	1.0560	-0.056	1.0000 
FBtr0073959	22	50	10	24	463	1.0560	-0.056	1.0000 
FBtr0073960	3	6	2	3	118	0.7500	0.25	1.0000 
FBtr0073961	48	53	19	14	478	0.6673	0.3327	0.4228 
FBtr0073962	2	19	3	9	167	0.3158	0.6842	0.3275 
FBtr0073963	5	13	0	7	165	0.0000	1	0.2743 
FBtr0073964	23	37	7	36	462	3.1969	-2.1969	0.0167 
FBtr0073965	6	5	2	12	180	7.2000	-6.2	0.0810 
FBtr0073966	0	5	1	2	78	0.0000	1	0.3750 
FBtr0073967	13	24	24	24	351	0.5417	0.4583	0.1920 
FBtr0073968	3	16	5	17	242	0.6375	0.3625	0.7033 
FBtr0073969	3	16	5	17	235	0.6375	0.3625	0.7033 
FBtr0073970	105	689	56	320	5215	0.8708	0.1292	0.4674 
FBtr0073972	10	77	3	35	597	1.5152	-0.5152	0.7527 
FBtr0073973	26	57	27	29	385	0.4899	0.5101	0.0515 
FBtr0073974	11	110	0	32	621	0.0000	1	0.1213 
FBtr0073975	72	95	27	42	658	1.1789	-0.1789	0.6638 
FBtr0073976	21	113	9	37	633	0.7640	0.236	0.6467 
FBtr0073977	12	12	7	4	103	0.5714	0.4286	0.4928 
FBtr0073978	27	77	49	39	646	0.2791	0.7209	0.0000 
FBtr0073979	15	101	3	33	623	1.6337	-0.6337	0.5661 
FBtr0073980	19	100	0	50	727	0.0000	1	0.0010 
FBtr0073981	12	101	3	41	613	1.6238	-0.6238	0.5602 
FBtr0073982	29	129	7	46	864	1.4773	-0.4773	0.5270 
FBtr0073983	16	108	10	32	703	0.4741	0.5259	0.1380 
FBtr0073984	30	109	21	36	622	0.4718	0.5282	0.0322 
FBtr0073985	8	104	4	39	621	0.7500	0.25	0.7386 
FBtr0073986	26	118	7	41	616	1.2906	-0.2906	0.6638 
FBtr0073987	22	115	16	40	626	0.4783	0.5217	0.0711 
FBtr0073988	4	31	2	11	184	0.7097	0.2903	0.6561 
FBtr0073989	7	12	5	11	157	1.2833	-0.2833	1.0000 
FBtr0073990	28	72	11	30	652	1.0606	-0.0606	1.0000 
FBtr0073992	62	267	19	102	2171	1.2466	-0.2466	0.4910 
FBtr0073999	19	46	20	15	291	0.3098	0.6902	0.0096 
FBtr0074001	39	51	142	91	983	0.4901	0.5099	0.0058 
FBtr0074002	20	34	101	70	731	0.4077	0.5923	0.0051 
FBtr0074005	11	42	31	53	971	0.4478	0.5522	0.0574 
FBtr0074006	2	31	21	37	578	0.1137	0.8863	0.0011 
FBtr0074007	22	46	3	38	649	6.0580	-5.058	0.0023 
FBtr0074008	34	55	38	60	1128	0.9761	0.0239	1.0000 
FBtr0074009	34	55	40	60	1138	0.9273	0.0727	0.8815 
FBtr0074010	34	55	41	62	1134	0.9348	0.0652	0.8825 
FBtr0074011	20	70	19	93	1219	1.3985	-0.3985	0.3738 
FBtr0074012	10	40	1	12	317	3.0000	-2	0.4333 
FBtr0074014	10	40	1	12	317	3.0000	-2	0.4333 
FBtr0074015	2	24	0	7	396	0.0000	1	1.0000 
FBtr0074017	0	30	1	33	302	0.0000	1	1.0000 
FBtr0074018	31	36	71	28	443	0.3396	0.6604	0.0012 
FBtr0074020	35	33	25	42	619	1.7818	-0.7818	0.1198 
FBtr0074021	4	13	16	7	134	0.1346	0.8654	0.0095 
FBtr0074022	4	13	16	7	134	0.1346	0.8654	0.0095 
FBtr0074023	32	33	56	18	299	0.3117	0.6883	0.0015 
FBtr0074024	11	25	197	75	189	0.1675	0.8325	0.0000 
FBtr0074026	12	128	1	44	952	4.1250	-3.125	0.1932 
FBtr0074027	1	4	2	4	93	0.5000	0.5	1.0000 
FBtr0074028	17	88	7	39	495	1.0763	-0.0763	1.0000 
FBtr0074029	7	19	10	12	144	0.4421	0.5579	0.2323 
FBtr0074030	7	56	3	25	432	1.0417	-0.0417000000000001	1.0000 
FBtr0074031	15	65	6	23	455	0.8846	0.1154	0.7899 
FBtr0074032	9	19	3	11	203	1.7368	-0.7368	0.7186 
FBtr0074033	9	19	3	11	203	1.7368	-0.7368	0.7186 
FBtr0074034	15	49	11	29	518	0.8071	0.1929	0.6491 
FBtr0074035	8	11	8	8	122	0.7273	0.2727	0.7397 
FBtr0074036	4	10	9	12	191	0.5333	0.4667	0.4875 
FBtr0074037	45	48	182	57	656	0.2936	0.7064	0.0000 
FBtr0074039	26	40	18	24	507	0.8667	0.1333	0.8411 
FBtr0074040	25	10	15	10	176	1.6667	-0.6667	0.4121 
FBtr0074042	91	138	64	95	1385	0.9788	0.0212	1.0000 
FBtr0074043	77	119	57	82	1195	0.9309	0.0691000000000001	0.8210 
FBtr0074045	8	44	10	16	332	0.2909	0.7091	0.0435 
FBtr0074046	4	21	2	21	333	2.0000	-1	0.6681 
FBtr0074047	13	17	75	45	446	0.4588	0.5412	0.0646 
FBtr0074048	16	58	17	26	478	0.4219	0.5781	0.0545 
FBtr0074050	2	13	198	85	160	0.0660	0.934	0.0000 
FBtr0074051	11	24	65	28	242	0.1974	0.8026	0.0001 
FBtr0074052	13	41	3	6	190	0.6341	0.3659	0.6811 
FBtr0074053	14	36	5	15	325	1.1667	-0.1667	1.0000 
FBtr0074054	8	32	5	20	344	1.0000	0	1.0000 
FBtr0074055	5	19	33	17	275	0.1356	0.8644	0.0004 
FBtr0074056	1	46	3	38	611	0.2754	0.7246	0.3348 
FBtr0074057	1	46	3	38	611	0.2754	0.7246	0.3348 
FBtr0074058	3	29	1	5	224	0.5172	0.4828	0.5128 
FBtr0074059	4	8	0	2	81	0.0000	1	1.0000 
FBtr0074060	2	13	5	9	166	0.2769	0.7231	0.2148 
FBtr0074062	17	44	4	8	215	0.7727	0.2273	0.7339 
FBtr0074063	24	154	5	41	1038	1.2779	-0.2779	0.8069 
FBtr0074064	14	117	3	44	830	1.7550	-0.755	0.5650 
FBtr0074066	23	32	37	28	560	0.5439	0.4561	0.1424 
FBtr0074071	58	43	25	44	687	2.3740	-1.374	0.0080 
FBtr0074072	8	23	2	6	213	1.0435	-0.0435000000000001	1.0000 
FBtr0074073	54	247	24	82	1686	0.7470	0.253	0.3158 
FBtr0074074	15	31	81	64	681	0.3823	0.6177	0.0069 
FBtr0074075	40	79	130	98	1085	0.3817	0.6183	0.0000 
FBtr0074076	11	19	4	6	184	0.8684	0.1316	1.0000 
FBtr0074077	20	220	65	129	2030	0.1804	0.8196	0.0000 
FBtr0074078	1	58	9	34	491	0.0651	0.9349	0.0017 
FBtr0074079	0	26	4	16	343	0.0000	1	0.0297 
FBtr0074082	82	370	139	314	5090	0.5006	0.4994	0.0000 
FBtr0074083	13	22	18	31	346	1.0177	-0.0177	1.0000 
FBtr0074084	0	8	0	5	131	0.0000	1	1.0000 
FBtr0074085	7	17	3	5	191	0.6863	0.3137	0.6808 
FBtr0074086	6	78	4	20	533	0.3846	0.6154	0.2244 
FBtr0074087	24	47	8	19	389	1.2128	-0.2128	0.8113 
FBtr0074088	20	25	133	49	386	0.2947	0.7053	0.0006 
FBtr0074089	19	25	130	50	378	0.2923	0.7077	0.0006 
FBtr0074090	12	38	11	18	362	0.5167	0.4833	0.2085 
FBtr0074094	30	56	18	26	557	0.7738	0.2262	0.5661 
FBtr0074095	19	46	3	46	718	6.3333	-5.3333	0.0018 
FBtr0074096	19	46	3	46	718	6.3333	-5.3333	0.0018 
FBtr0074097	28	30	16	19	342	1.1083	-0.1083	0.8335 
FBtr0074098	16	42	27	29	432	0.4092	0.5908	0.0331 
FBtr0074099	1	29	0	12	440	0.0000	1	1.0000 
FBtr0074100	0	28	0	11	370	0.0000	1	1.0000 
FBtr0074101	0	28	0	11	370	0.0000	1	1.0000 
FBtr0074104	1	20	1	10	396	0.5000	0.5	1.0000 
FBtr0074105	28	30	12	14	377	1.0889	-0.0889	1.0000 
FBtr0074106	1	19	0	3	340	0.0000	1	1.0000 
FBtr0074107	1	19	0	3	340	0.0000	1	1.0000 
FBtr0074108	1	19	0	3	340	0.0000	1	1.0000 
FBtr0074110	1	19	0	3	340	0.0000	1	1.0000 
FBtr0074111	1	19	0	3	340	0.0000	1	1.0000 
FBtr0074112	5	18	0	12	332	0.0000	1	0.1412 
FBtr0074113	5	18	0	12	332	0.0000	1	0.1412 
FBtr0074114	13	86	2	45	1026	3.4012	-2.4012	0.1446 
FBtr0074115	13	86	2	45	1026	3.4012	-2.4012	0.1446 
FBtr0074116	13	86	2	45	1026	3.4012	-2.4012	0.1446 
FBtr0074117	21	27	12	11	271	0.7130	0.287	0.6131 
FBtr0074118	1	65	1	33	830	0.5077	0.4923	1.0000 
FBtr0074119	1	65	1	33	830	0.5077	0.4923	1.0000 
FBtr0074121	1	65	1	33	830	0.5077	0.4923	1.0000 
FBtr0074122	1	65	1	33	830	0.5077	0.4923	1.0000 
FBtr0074123	2	68	1	34	877	1.0000	0	1.0000 
FBtr0074124	2	68	1	34	877	1.0000	0	1.0000 
FBtr0074125	27	262	9	143	2009	1.6374	-0.6374	0.2726 
FBtr0074129	6	56	0	19	496	0.0000	1	0.3272 
FBtr0074130	15	42	5	17	510	1.2143	-0.2143	1.0000 
FBtr0074132	8	13	17	9	159	0.3258	0.6742	0.0823 
FBtr0074133	19	53	11	30	418	0.9777	0.0223	1.0000 
FBtr0074134	11	41	23	13	381	0.1516	0.8484	0.0001 
FBtr0074135	2	33	0	11	376	0.0000	1	1.0000 
FBtr0074136	2	33	0	11	376	0.0000	1	1.0000 
FBtr0074137	2	33	0	11	376	0.0000	1	1.0000 
FBtr0074138	12	103	12	34	817	0.3301	0.6699	0.0251 
FBtr0074139	13	47	67	50	581	0.2064	0.7936	0.0000 
FBtr0074140	2	90	0	47	954	0.0000	1	0.5492 
FBtr0074141	2	90	0	47	954	0.0000	1	0.5492 
FBtr0074142	2	90	0	47	954	0.0000	1	0.5492 
FBtr0074143	2	90	0	47	954	0.0000	1	0.5492 
FBtr0074144	1	27	6	25	462	0.1543	0.8457	0.1058 
FBtr0074145	1	27	6	25	462	0.1543	0.8457	0.1058 
FBtr0074146	1	27	6	25	462	0.1543	0.8457	0.1058 
FBtr0074147	1	27	6	25	462	0.1543	0.8457	0.1058 
FBtr0074148	1	27	6	25	462	0.1543	0.8457	0.1058 
FBtr0074149	1	27	6	25	462	0.1543	0.8457	0.1058 
FBtr0074150	1	27	6	25	462	0.1543	0.8457	0.1058 
FBtr0074151	4	20	3	10	221	0.6667	0.3333	0.6780 
FBtr0074152	4	20	3	10	221	0.6667	0.3333	0.6780 
FBtr0074153	55	168	19	56	1244	0.9649	0.0351	1.0000 
FBtr0074154	55	168	19	56	1244	0.9649	0.0351	1.0000 
FBtr0074159	5	38	0	16	570	0.0000	1	0.3098 
FBtr0074162	2	81	10	60	1098	0.1481	0.8519	0.0125 
FBtr0074166	10	15	3	11	248	2.4444	-1.4444	0.3039 
FBtr0074167	84	194	49	94	2449	0.8306	0.1694	0.4387 
FBtr0074168	24	22	18	18	332	1.0909	-0.0909	1.0000 
FBtr0074169	17	59	25	32	657	0.3688	0.6312	0.0137 
FBtr0074170	17	59	25	32	657	0.3688	0.6312	0.0137 
FBtr0074171	17	59	25	32	657	0.3688	0.6312	0.0137 
FBtr0074172	17	59	25	32	657	0.3688	0.6312	0.0137 
FBtr0074173	17	59	25	32	657	0.3688	0.6312	0.0137 
FBtr0074174	17	18	6	13	343	2.0463	-1.0463	0.2626 
FBtr0074175	17	18	6	13	343	2.0463	-1.0463	0.2626 
FBtr0074176	1	9	0	1	61	0.0000	1	1.0000 
FBtr0074177	1	9	0	1	57	0.0000	1	1.0000 
FBtr0074178	16	46	5	40	665	2.7826	-1.7826	0.0838 
FBtr0074179	5	125	2	77	1678	1.5400	-0.54	0.7123 
FBtr0074180	5	125	2	77	1678	1.5400	-0.54	0.7123 
FBtr0074181	5	125	2	77	1678	1.5400	-0.54	0.7123 
FBtr0074182	5	125	2	77	1678	1.5400	-0.54	0.7123 
FBtr0074183	16	22	4	27	345	4.9091	-3.9091	0.0088 
FBtr0074185	3	15	23	19	277	0.1652	0.8348	0.0097 
FBtr0074186	3	15	23	19	277	0.1652	0.8348	0.0097 
FBtr0074187	3	15	23	19	277	0.1652	0.8348	0.0097 
FBtr0074188	3	15	23	19	277	0.1652	0.8348	0.0097 
FBtr0074189	3	15	23	19	277	0.1652	0.8348	0.0097 
FBtr0074190	1	16	3	8	225	0.1667	0.8333	0.2694 
FBtr0074191	1	16	3	8	225	0.1667	0.8333	0.2694 
FBtr0074192	6	85	14	59	793	0.2975	0.7025	0.0171 
FBtr0074193	8	27	39	24	276	0.1823	0.8177	0.0003 
FBtr0074194	14	83	8	54	1016	1.1386	-0.1386	0.8192 
FBtr0074195	14	83	8	54	1016	1.1386	-0.1386	0.8192 
FBtr0074196	14	83	8	54	1016	1.1386	-0.1386	0.8192 
FBtr0074197	14	83	8	54	1016	1.1386	-0.1386	0.8192 
FBtr0074198	14	83	8	54	1016	1.1386	-0.1386	0.8192 
FBtr0074199	14	83	8	54	1016	1.1386	-0.1386	0.8192 
FBtr0074200	14	38	4	24	381	2.2105	-1.2105	0.2657 
FBtr0074201	21	77	9	38	756	1.1515	-0.1515	0.8292 
FBtr0074202	9	24	4	22	420	2.0625	-1.0625	0.3513 
FBtr0074203	10	23	12	34	398	1.2319	-0.2319	0.8002 
FBtr0074205	180	92	190	97	1495	0.9989	0.00109999999999999	1.0000 
FBtr0074206	33	36	6	15	520	2.2917	-1.2917	0.1384 
FBtr0074207	7	62	18	46	621	0.2885	0.7115	0.0135 
FBtr0074209	15	61	20	31	598	0.3811	0.6189	0.0251 
FBtr0074210	0	12	2	16	247	0.0000	1	0.5034 
FBtr0074211	11	28	10	20	495	0.7857	0.2143	0.7926 
FBtr0074212	11	28	10	20	495	0.7857	0.2143	0.7926 
FBtr0074214	11	28	10	20	495	0.7857	0.2143	0.7926 
FBtr0074216	0	6	0	4	111	0.0000	1	1.0000 
FBtr0074217	2	41	5	27	373	0.2634	0.7366	0.1292 
FBtr0074222	43	61	23	35	643	1.0727	-0.0727	0.8688 
FBtr0074224	58	114	26	65	1061	1.2719	-0.2719	0.4084 
FBtr0074225	21	47	23	37	352	0.7188	0.2812	0.4564 
FBtr0074226	8	103	6	38	680	0.4919	0.5081	0.2232 
FBtr0074230	16	174	9	123	1232	1.2567	-0.2567	0.6755 
FBtr0074232	10	67	7	28	698	0.5970	0.403	0.3972 
FBtr0074233	30	71	15	30	740	0.8451	0.1549	0.7001 
FBtr0074234	1	39	0	31	416	0.0000	1	1.0000 
FBtr0074235	3	9	1	3	102	1.0000	0	1.0000 
FBtr0074236	7	35	2	25	317	2.5000	-1.5	0.4658 
FBtr0074237	14	26	12	19	301	0.8526	0.1474	0.8068 
FBtr0074238	4	9	2	13	227	2.8889	-1.8889	0.3720 
FBtr0074240	6	31	4	10	315	0.4839	0.5161	0.4318 
FBtr0074241	4	32	1	25	412	3.1250	-2.125	0.3883 
FBtr0074242	4	32	1	25	412	3.1250	-2.125	0.3883 
FBtr0074243	4	32	1	25	412	3.1250	-2.125	0.3883 
FBtr0074244	3	31	0	24	375	0.0000	1	0.2595 
FBtr0074245	0	9	6	4	128	0.0000	1	0.0108 
FBtr0074246	19	97	5	32	817	1.2536	-0.2536	0.7989 
FBtr0074247	19	97	5	32	817	1.2536	-0.2536	0.7989 
FBtr0074250	17	72	4	25	565	1.4757	-0.4757	0.5899 
FBtr0074251	59	128	21	65	1289	1.4267	-0.4267	0.2543 
FBtr0074255	16	22	26	46	564	1.2867	-0.2867	0.5440 
FBtr0074257	3	23	2	7	274	0.4565	0.5435	0.5855 
FBtr0074258	3	23	2	7	274	0.4565	0.5435	0.5855 
FBtr0074259	3	23	2	7	274	0.4565	0.5435	0.5855 
FBtr0074260	3	18	20	18	255	0.1500	0.85	0.0051 
FBtr0074261	50	157	26	50	1674	0.6124	0.3876	0.0978 
FBtr0074262	50	157	26	50	1671	0.6124	0.3876	0.0978 
FBtr0074263	50	157	26	50	1674	0.6124	0.3876	0.0978 
FBtr0074264	50	157	26	50	1671	0.6124	0.3876	0.0978 
FBtr0074265	50	157	26	50	1674	0.6124	0.3876	0.0978 
FBtr0074266	50	157	26	50	1671	0.6124	0.3876	0.0978 
FBtr0074267	50	157	26	50	1671	0.6124	0.3876	0.0978 
FBtr0074268	2	30	0	11	276	0.0000	1	1.0000 
FBtr0074269	2	30	0	11	276	0.0000	1	1.0000 
FBtr0074270	2	30	0	11	276	0.0000	1	1.0000 
FBtr0074271	104	315	54	204	2513	1.2473	-0.2473	0.2624 
FBtr0074272	40	175	20	95	1342	1.0857	-0.0857000000000001	0.8812 
FBtr0074273	605	306	2	23	452	22.7369	-21.7369	0.0000 
FBtr0074274	6	51	2	23	395	1.3529	-0.3529	1.0000 
FBtr0074275	10	60	8	27	474	0.5625	0.4375	0.2844 
FBtr0074276	42	103	33	69	1852	0.8526	0.1474	0.5771 
FBtr0074277	44	104	32	69	1867	0.9123	0.0877	0.7801 
FBtr0074278	2	12	6	29	415	0.8056	0.1944	1.0000 
FBtr0074279	1	10	1	18	325	1.8000	-0.8	1.0000 
FBtr0074280	1	10	1	18	324	1.8000	-0.8	1.0000 
FBtr0074281	1	11	2	18	358	0.8182	0.1818	1.0000 
FBtr0074282	9	31	3	11	232	1.0645	-0.0645	1.0000 
FBtr0074283	1	13	0	10	167	0.0000	1	1.0000 
FBtr0074284	89	127	157	118	1832	0.5267	0.4733	0.0005 
FBtr0074285	8	64	5	17	634	0.4250	0.575	0.1752 
FBtr0074286	12	164	10	63	1390	0.4610	0.539	0.0903 
FBtr0074287	23	20	123	41	345	0.3833	0.6167	0.0083 
FBtr0074288	8	28	2	6	226	0.8571	0.1429	1.0000 
FBtr0074289	21	48	16	31	508	0.8477	0.1523	0.6903 
FBtr0074290	1	125	3	55	1200	0.1467	0.8533	0.0933 
FBtr0074291	1	115	3	51	1054	0.1478	0.8522	0.0951 
FBtr0074292	3	16	0	4	238	0.0000	1	1.0000 
FBtr0074293	3	16	0	4	238	0.0000	1	1.0000 
FBtr0074294	5	29	1	6	243	1.0345	-0.0345	1.0000 
FBtr0074295	0	32	4	27	394	0.0000	1	0.0528 
FBtr0074296	85	81	215	94	1037	0.4588	0.5412	0.0001 
FBtr0074297	354	233	16	32	454	3.0386	-2.0386	0.0004 
FBtr0074298	2	86	4	25	2064	0.1453	0.8547	0.0326 
FBtr0074299	39	41	132	60	587	0.4324	0.5676	0.0024 
FBtr0074300	1	10	1	13	341	1.3000	-0.3	1.0000 
FBtr0074301	16	7	10	16	357	3.6571	-2.6571	0.0451 
FBtr0074302	7	28	0	14	322	0.0000	1	0.1697 
FBtr0074303	16	41	5	20	511	1.5610	-0.561	0.5851 
FBtr0074304	73	148	30	99	1057	1.6277	-0.6277	0.0679 
FBtr0074305	0	62	1	44	578	0.0000	1	0.4206 
FBtr0074306	6	18	19	18	187	0.3158	0.6842	0.0620 
FBtr0074307	14	33	23	30	322	0.5534	0.4466	0.2134 
FBtr0074308	14	33	23	30	322	0.5534	0.4466	0.2134 
FBtr0074309	14	33	23	30	322	0.5534	0.4466	0.2134 
FBtr0074310	14	33	23	30	322	0.5534	0.4466	0.2134 
FBtr0074311	0	8	1	2	156	0.0000	1	0.2727 
FBtr0074312	0	8	1	2	156	0.0000	1	0.2727 
FBtr0074313	0	8	1	2	156	0.0000	1	0.2727 
FBtr0074314	29	108	14	29	673	0.5562	0.4438	0.1518 
FBtr0074315	24	40	13	33	392	1.5231	-0.5231	0.4135 
FBtr0074318	3	33	1	12	176	1.0909	-0.0909	1.0000 
FBtr0074321	14	41	18	11	254	0.2087	0.7913	0.0019 
FBtr0074322	41	106	59	64	877	0.4196	0.5804	0.0010 
FBtr0074324	79	57	49	45	557	1.2728	-0.2728	0.4186 
FBtr0074325	5	54	2	14	346	0.6481	0.3519	0.6368 
FBtr0074326	10	26	9	10	236	0.4274	0.5726	0.2326 
FBtr0074329	16	49	19	21	382	0.3609	0.6391	0.0198 
FBtr0074330	13	27	3	10	230	1.6049	-0.6049	0.7309 
FBtr0074331	0	15	0	6	173	0.0000	1	1.0000 
FBtr0074332	4	26	3	12	269	0.6154	0.3846	0.6703 
FBtr0074333	3	16	18	24	274	0.2500	0.75	0.0465 
FBtr0074334	28	36	20	29	472	1.1278	-0.1278	0.8483 
FBtr0074335	15	71	19	48	604	0.5337	0.4663	0.1202 
FBtr0074336	43	94	28	47	820	0.7679	0.2321	0.4470 
FBtr0074337	39	90	28	45	775	0.6964	0.3036	0.2770 
FBtr0074338	39	90	28	45	775	0.6964	0.3036	0.2770 
FBtr0074339	197	122	35	23	355	1.0611	-0.0610999999999999	0.8837 
FBtr0074340	18	16	13	19	212	1.6442	-0.6442	0.3366 
FBtr0074341	18	18	14	20	228	1.4286	-0.4286	0.4823 
FBtr0074342	42	42	37	21	352	0.5676	0.4324	0.1233 
FBtr0074343	286	120	12	8	213	1.5889	-0.5889	0.3251 
FBtr0074344	4	37	1	11	538	1.1892	-0.1892	1.0000 
FBtr0074345	4	37	1	11	538	1.1892	-0.1892	1.0000 
FBtr0074346	4	13	81	18	159	0.0684	0.9316	0.0000 
FBtr0074347	0	18	2	17	189	0.0000	1	0.4865 
FBtr0074348	5	50	1	23	412	2.3000	-1.3	0.6614 
FBtr0074349	41	122	794	408	866	0.1727	0.8273	0.0000 
FBtr0074350	5	60	0	15	526	0.0000	1	0.5776 
FBtr0074351	4	26	17	19	201	0.1719	0.8281	0.0038 
FBtr0074352	20	28	60	34	376	0.4048	0.5952	0.0132 
FBtr0074353	1	15	4	14	202	0.2333	0.7667	0.3402 
FBtr0074354	1	16	4	18	244	0.2812	0.7188	0.3634 
FBtr0074355	18	40	49	44	403	0.4041	0.5959	0.0115 
FBtr0074356	21	43	21	25	403	0.5814	0.4186	0.2326 
FBtr0074357	31	226	10	60	1396	0.8230	0.177	0.6838 
FBtr0074359	22	115	12	39	879	0.6217	0.3783	0.2866 
FBtr0074361	15	42	18	24	251	0.4762	0.5238	0.0909 
FBtr0074362	9	45	15	20	261	0.2667	0.7333	0.0134 
FBtr0074363	18	35	14	16	250	0.5878	0.4122	0.3480 
FBtr0074364	13	33	14	21	252	0.5909	0.4091	0.3426 
FBtr0074365	4	67	2	25	427	0.7463	0.2537	0.6660 
FBtr0074366	4	67	2	25	427	0.7463	0.2537	0.6660 
FBtr0074367	4	67	2	25	427	0.7463	0.2537	0.6660 
FBtr0074368	4	67	2	25	427	0.7463	0.2537	0.6660 
FBtr0074369	4	67	2	25	427	0.7463	0.2537	0.6660 
FBtr0074370	4	67	2	25	427	0.7463	0.2537	0.6660 
FBtr0074371	0	63	0	20	375	0.0000	1	1.0000 
FBtr0074372	6	87	0	36	646	0.0000	1	0.1848 
FBtr0074373	5	9	3	8	134	1.4815	-0.4815	1.0000 
FBtr0074375	81	120	40	75	1084	1.2656	-0.2656	0.3393 
FBtr0074376	10	40	77	44	443	0.1429	0.8571	0.0000 
FBtr0074377	0	8	0	1	76	0.0000	1	1.0000 
FBtr0074381	2	12	3	11	197	0.6111	0.3889	1.0000 
FBtr0074382	25	41	35	37	513	0.6446	0.3554	0.2314 
FBtr0074383	18	58	5	30	468	1.8621	-0.8621	0.3193 
FBtr0074384	11	52	6	21	459	0.7404	0.2596	0.5729 
FBtr0074385	11	52	6	21	459	0.7404	0.2596	0.5729 
FBtr0074386	42	107	24	62	1243	1.0140	-0.014	1.0000 
FBtr0074387	9	8	35	23	170	0.7393	0.2607	0.5898 
FBtr0074388	26	141	16	75	1434	0.8644	0.1356	0.7252 
FBtr0074389	11	27	7	18	209	1.0476	-0.0476000000000001	1.0000 
FBtr0074390	18	48	5	21	388	1.5750	-0.575	0.5939 
FBtr0074391	19	17	6	9	164	1.6765	-0.6765	0.5414 
FBtr0074392	24	42	18	22	460	0.6984	0.3016	0.4170 
FBtr0074393	4	45	7	20	410	0.2540	0.746	0.0461 
